,Timestamp,idx,gaze_x,gaze_y,gaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadBox_xmin,HeadBox_ymin,RightEyeBox_xmin,RightEyeBox_ymin,LeftEyeBox_xmin,LeftEyeBox_ymin,ROpenClose,LOpenClose,set_x,set_y,set_z,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG
15,1734107765.5547955,0.0,0.24788086116313934,-0.06850667297840118,0.964212954044342,111.0,177.0,266.0,162.0,2.0397090911865234,3.1287155151367188,-4.137735843658447,535.0,224.0,59.0,125.0,214.0,110.0,1.0,1.0,28.0,18.0,0.0,1.0,0.0,0.0,0.09553044830175547,0.0,-1.0,0.0,0.03333795197642361,0.0,0.0,-1.0,0.9936748791752914,0.0,0.0,0.0,1.0
16,1734107765.6577964,0.0,0.26139208674430847,-0.08235934376716614,0.962798535823822,109.0,176.0,266.0,162.0,2.3147764205932617,4.729028701782227,-3.8177719116210938,539.0,223.0,57.0,124.0,214.0,110.0,1.0,1.0,28.0,18.0,0.0,1.0,0.0,0.0,0.10144622186267543,0.0,-1.0,0.0,0.03278776564308858,0.0,0.0,-1.0,0.9930986522931212,0.0,0.0,0.0,1.0
17,1734107765.7667956,0.0,0.2637742757797241,-0.08244051784276962,0.961061954498291,102.0,181.0,258.0,164.0,1.9143548011779785,4.3254241943359375,-4.055991172790527,545.0,218.0,52.0,131.0,208.0,114.0,1.0,1.0,28.0,18.0,0.0,1.0,0.0,0.0,0.10795999425231119,0.0,-1.0,0.0,0.03039466385543818,0.0,0.0,-1.0,0.9924882529740786,0.0,0.0,0.0,1.0
18,1734107765.8758411,1.0,0.27574244141578674,-0.08244051784276962,0.9579044580459595,101.0,177.0,260.0,162.0,0.7990188598632812,0.44173336029052734,-4.596310138702393,540.0,217.0,49.0,125.0,208.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.10929758787938688,0.0,-1.0,0.0,0.025577355273328446,0.0,0.0,-1.0,0.9925797350341057,0.0,0.0,0.0,1.0
19,1734107765.9847138,1.0,0.2637742757797241,-0.08244051784276962,0.961061954498291,98.0,175.0,253.0,161.0,0.16866111755371094,-2.3608744144439697,-4.498103618621826,539.0,215.0,47.0,124.0,202.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.1009711454835954,0.0,-1.0,0.0,0.023975008601712318,0.0,0.0,-1.0,0.9933686343957471,0.0,0.0,0.0,1.0
20,1734107766.085417,1.0,0.2637742757797241,-0.08244051784276962,0.961061954498291,97.0,178.0,253.0,162.0,-0.5397710800170898,0.12496566772460938,-4.7786970138549805,537.0,216.0,45.0,126.0,201.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.09628047613914581,0.0,-1.0,0.0,0.0190455164265201,0.0,0.0,-1.0,0.993959100087151,0.0,0.0,0.0,1.0
21,1734107766.1894202,1.0,0.028084466233849525,-0.08244051784276962,0.993114709854126,95.0,175.0,252.0,161.0,-0.7836833000183105,0.28142452239990234,-4.706299781799316,537.0,217.0,44.0,124.0,201.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.09319071995767333,0.0,-1.0,0.0,0.021884340913780106,0.0,0.0,-1.0,0.9941869427729022,0.0,0.0,0.0,1.0
22,1734107766.2912078,1.0,0.028084466233849525,-0.0971866175532341,0.9939397573471069,94.0,176.0,251.0,162.0,-0.6229596138000488,-1.3971354961395264,-4.836226463317871,536.0,218.0,43.0,125.0,200.0,111.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.09194758615782252,0.0,-1.0,0.0,0.021746571997897,0.0,0.0,-1.0,0.9943128614208216,0.0,0.0,0.0,1.0
23,1734107766.393227,1.0,0.027233613654971123,-0.0971866175532341,0.9948350191116333,92.0,174.0,249.0,161.0,-0.9866938591003418,-2.8540616035461426,-4.336123466491699,536.0,218.0,41.0,123.0,198.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.0886165821888836,0.0,-1.0,0.0,0.022916120046264588,0.0,0.0,-1.0,0.9945945476646216,0.0,0.0,0.0,1.0
24,1734107766.4948132,1.0,0.027233613654971123,-0.0971866175532341,0.9948350191116333,89.0,176.0,246.0,163.0,-1.1071276664733887,-0.07231807708740234,-4.250187397003174,536.0,218.0,38.0,125.0,195.0,112.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.08715308787148039,0.0,-1.0,0.0,0.023579036893783663,0.0,0.0,-1.0,0.9947235976827378,0.0,0.0,0.0,1.0
25,1734107766.5998049,1.0,0.02929326519370079,-0.08219510316848755,0.9948350191116333,92.0,173.0,247.0,161.0,-0.556215763092041,-2.612827777862549,-4.1868181228637695,534.0,219.0,42.0,123.0,197.0,111.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.08649918873353238,0.0,-1.0,0.0,0.023518191204154364,0.0,0.0,-1.0,0.9947589159515215,0.0,0.0,0.0,1.0
26,1734107766.7039847,1.0,0.02929326519370079,-0.0971866175532341,0.9939947724342346,88.0,178.0,244.0,159.0,-0.6146864891052246,-1.7351336479187012,-4.216061115264893,533.0,218.0,38.0,128.0,194.0,109.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.08370015924637744,0.0,-1.0,0.0,0.0236365890711797,0.0,0.0,-1.0,0.9950182191941956,0.0,0.0,0.0,1.0
27,1734107766.8119748,1.0,0.013351798988878727,-0.08219510316848755,0.9923032522201538,86.0,175.0,240.0,161.0,-2.0456395149230957,0.9285764694213867,-4.776508808135986,531.0,217.0,36.0,125.0,190.0,111.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.07967135347822601,0.0,-1.0,0.0,0.021395980192758728,0.0,0.0,-1.0,0.995407310239062,0.0,0.0,0.0,1.0
28,1734107766.915974,1.0,-0.10696639865636826,-0.08219510316848755,0.9880602359771729,83.0,175.0,239.0,160.0,-1.9877386093139648,4.644886016845703,-4.3387322425842285,529.0,221.0,33.0,125.0,189.0,110.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.07637425646506166,0.0,-1.0,0.0,0.02083040998706328,0.0,0.0,-1.0,0.9956857954813716,0.0,0.0,0.0,1.0
29,1734107767.020975,1.0,-0.2491806298494339,-0.08219510316848755,0.9649409651756287,82.0,175.0,238.0,162.0,-1.5735065937042236,1.3160209655761719,-4.3431477546691895,530.0,219.0,32.0,125.0,188.0,112.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.07356464293579414,0.0,-1.0,0.0,0.0237722725604059,0.0,0.0,-1.0,0.9957963492738147,0.0,0.0,0.0,1.0
30,1734107767.123975,1.0,-0.2534138560295105,-0.08245003968477249,0.962946891784668,81.0,176.0,238.0,162.0,-1.779855489730835,3.208643913269043,-4.2884650230407715,529.0,220.0,30.0,125.0,187.0,111.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.07280279242227593,0.0,-1.0,0.0,0.022948776880484696,0.0,0.0,-1.0,0.9958903065944209,0.0,0.0,0.0,1.0
31,1734107767.2230327,1.0,-0.2534138560295105,-0.08245003968477249,0.962946891784668,80.0,176.0,238.0,163.0,-1.97477126121521,2.2558116912841797,-4.1843414306640625,528.0,218.0,30.0,126.0,188.0,113.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.07055172293802685,0.0,-1.0,0.0,0.026839553014807917,0.0,0.0,-1.0,0.9959597366371447,0.0,0.0,0.0,1.0
32,1734107767.3310356,1.0,-0.25119391083717346,-0.08245003968477249,0.9644103646278381,78.0,177.0,234.0,163.0,-2.0741567611694336,5.34393310546875,-3.695071220397949,528.0,219.0,29.0,128.0,185.0,114.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.06996969740456963,0.0,-1.0,0.0,0.02407088858503817,0.0,0.0,-1.0,0.9960892163215165,0.0,0.0,0.0,1.0
33,1734107767.4290345,1.0,-0.2491806298494339,-0.08245003968477249,0.9649409651756287,78.0,176.0,235.0,161.0,-2.0171825885772705,4.671703338623047,-3.3853845596313477,527.0,221.0,29.0,127.0,186.0,112.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.06668475183237663,0.0,-1.0,0.0,0.024559542644850902,0.0,0.0,-1.0,0.9963058502723054,0.0,0.0,0.0,1.0
34,1734107767.531038,1.0,-0.25119391083717346,-0.07125315070152283,0.9644103646278381,85.0,174.0,241.0,160.0,-2.616819143295288,3.34641170501709,-4.598184108734131,517.0,224.0,34.0,123.0,190.0,109.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.0658429873082092,0.0,-1.0,0.0,0.024580682722871464,0.0,0.0,-1.0,0.99638245804054,0.0,0.0,0.0,1.0
35,1734107767.6320345,1.0,-0.2423139065504074,-0.06996951997280121,0.9675779342651367,81.0,173.0,238.0,159.0,-2.4591689109802246,2.296077251434326,-4.548752307891846,520.0,224.0,31.0,123.0,188.0,109.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.06330386154594084,0.0,-1.0,0.0,0.028666278417656767,0.0,0.0,-1.0,0.9963639921653279,0.0,0.0,0.0,1.0
36,1734107767.742033,1.0,-0.2423139065504074,-0.0654171034693718,0.9677129983901978,77.0,183.0,236.0,166.0,-1.7912769317626953,3.8977127075195312,-4.559974670410156,523.0,218.0,28.0,134.0,187.0,117.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.06292607812243572,0.0,-1.0,0.0,0.027803532181560023,0.0,0.0,-1.0,0.9964323571043318,0.0,0.0,0.0,1.0
37,1734107767.8510346,1.0,-0.24399738013744354,-0.06255398690700531,0.9677129983901978,81.0,175.0,237.0,162.0,-2.416670322418213,3.4146928787231445,-4.396293640136719,520.0,221.0,31.0,125.0,187.0,112.0,1.0,1.0,256.0,18.0,0.0,1.0,0.0,0.0,0.06147870073970855,0.0,-1.0,0.0,0.02564570271036589,0.0,0.0,-1.0,0.9966117297049197,0.0,0.0,0.0,1.0
38,1734107767.9540322,2.0,-0.24877141416072845,-0.06255398690700531,0.964867889881134,81.0,175.0,238.0,161.0,-2.7241992950439453,6.516278266906738,-4.510239601135254,519.0,222.0,30.0,124.0,187.0,110.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06302002912176034,0.0,-1.0,0.0,0.025474903171142673,0.0,0.0,-1.0,0.9964941688826265,0.0,0.0,0.0,1.0
39,1734107768.0570316,2.0,-0.24399738013744354,-0.06255398690700531,0.9681420922279358,81.0,176.0,237.0,162.0,-2.138838768005371,6.580959320068359,-4.687200546264648,520.0,220.0,31.0,126.0,187.0,112.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.061168805975870016,0.0,-1.0,0.0,0.026923435602970967,0.0,0.0,-1.0,0.9965512617022982,0.0,0.0,0.0,1.0
40,1734107768.159034,2.0,-0.24399738013744354,-0.08451472967863083,0.9667738676071167,81.0,177.0,238.0,162.0,-2.3552160263061523,4.808714866638184,-4.889242649078369,519.0,221.0,31.0,127.0,188.0,112.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06182617157227958,0.0,-1.0,0.0,0.02352645189634473,0.0,0.0,-1.0,0.9966174385117292,0.0,0.0,0.0,1.0
41,1734107768.2590318,2.0,-0.23948180675506592,-0.08451472967863083,0.9667738676071167,83.0,176.0,238.0,162.0,-0.909121036529541,2.4985108375549316,-3.881106376647949,519.0,219.0,33.0,126.0,188.0,112.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06152031355651939,0.0,-1.0,0.0,0.024765043638443857,0.0,0.0,-1.0,0.9965662267221954,0.0,0.0,0.0,1.0
42,1734107768.359034,2.0,-0.23002274334430695,-0.0871880054473877,0.9684131145477295,83.0,175.0,239.0,160.0,-1.9227726459503174,3.657782554626465,-4.176225185394287,517.0,221.0,33.0,125.0,189.0,110.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06082201803914123,0.0,-1.0,0.0,0.01974160809531896,0.0,0.0,-1.0,0.9967724855076912,0.0,0.0,0.0,1.0
43,1734107768.4610312,2.0,-0.22985751926898956,-0.08942489326000214,0.9692717790603638,83.0,177.0,239.0,164.0,-2.6601829528808594,4.675535202026367,-4.194433689117432,519.0,218.0,33.0,127.0,189.0,114.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06025287340263517,0.0,-1.0,0.0,0.022363946994516333,0.0,0.0,-1.0,0.9967123831104103,0.0,0.0,0.0,1.0
44,1734107768.5625336,2.0,-0.20618367195129395,-0.09665215015411377,0.9770386219024658,83.0,179.0,240.0,166.0,-3.5127429962158203,5.345481872558594,-4.440720558166504,518.0,218.0,33.0,129.0,190.0,116.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.05870885150539633,0.0,-1.0,0.0,0.022989983020159054,0.0,0.0,-1.0,0.9968060646400909,0.0,0.0,0.0,1.0
45,1734107768.6605363,2.0,0.0013164663687348366,-0.13733233511447906,0.9868888258934021,87.0,180.0,243.0,165.0,-1.6803112030029297,2.8782005310058594,-4.509210586547852,516.0,218.0,36.0,129.0,192.0,114.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.05901518214095934,0.0,-1.0,0.0,0.025039525182080857,0.0,0.0,-1.0,0.9967238852422249,0.0,0.0,0.0,1.0
46,1734107768.7585378,2.0,0.009892355650663376,-0.13924336433410645,0.9870105981826782,88.0,180.0,243.0,166.0,-1.409252643585205,3.275484085083008,-4.504203796386719,518.0,219.0,38.0,130.0,193.0,116.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06016450089160151,0.0,-1.0,0.0,0.02462881819547941,0.0,0.0,-1.0,0.9966598578144044,0.0,0.0,0.0,1.0
47,1734107768.8615394,2.0,0.038875751197338104,-0.15588077902793884,0.9870105981826782,85.0,182.0,239.0,167.0,-0.7630901336669922,2.9450559616088867,-3.9154868125915527,524.0,221.0,36.0,133.0,190.0,118.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06230428828887812,0.0,-1.0,0.0,0.026893831014077066,0.0,0.0,-1.0,0.9964736846907765,0.0,0.0,0.0,1.0
48,1734107768.963538,2.0,0.050834622234106064,-0.16109807789325714,0.9868888258934021,85.0,185.0,240.0,170.0,-0.8018465042114258,1.2390766143798828,-4.027966499328613,528.0,222.0,36.0,136.0,191.0,121.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06565841575471727,0.0,-1.0,0.0,0.02738352064962235,0.0,0.0,-1.0,0.996293648422997,0.0,0.0,0.0,1.0
49,1734107769.062538,2.0,0.07381895929574966,-0.1812141239643097,0.9756537675857544,88.0,185.0,243.0,171.0,-1.9806628227233887,1.737356185913086,-4.409518241882324,526.0,221.0,38.0,135.0,193.0,121.0,1.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06874091073798465,0.0,-1.0,0.0,0.029601004264923604,0.0,0.0,-1.0,0.9960104282133817,0.0,0.0,0.0,1.0
50,1734107769.1625383,2.0,0.0989840179681778,-0.20651990175247192,0.9739636182785034,90.0,183.0,248.0,170.0,-1.8397917747497559,0.3385930061340332,-3.539402484893799,527.0,221.0,40.0,133.0,198.0,120.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.07220718673449841,0.0,-1.0,0.0,0.02903703831915424,0.0,0.0,-1.0,0.9957505771512204,0.0,0.0,0.0,1.0
51,1734107769.2625384,2.0,0.1362214982509613,-0.21841712296009064,0.9708223342895508,90.0,184.0,245.0,170.0,-1.075383186340332,2.791478157043457,-3.688767433166504,529.0,221.0,41.0,135.0,196.0,121.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.07310505733306204,0.0,-1.0,0.0,0.02888881817076221,0.0,0.0,-1.0,0.9956752554052866,0.0,0.0,0.0,1.0
52,1734107769.3655348,2.0,0.239116370677948,-0.257504940032959,0.9305257797241211,90.0,184.0,245.0,170.0,-1.1409897804260254,3.492341995239258,-4.015993118286133,528.0,219.0,40.0,134.0,195.0,120.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.07305519139556894,0.0,-1.0,0.0,0.02838745893203192,0.0,0.0,-1.0,0.9957330928208457,0.0,0.0,0.0,1.0
53,1734107769.4675584,2.0,0.239116370677948,-0.27177760004997253,0.9305257797241211,85.0,184.0,240.0,169.0,-1.955643653869629,7.0641374588012695,-3.760223627090454,528.0,220.0,35.0,134.0,190.0,119.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.07322537033710219,0.0,-1.0,0.0,0.026945433428023836,0.0,0.0,-1.0,0.9957361003824192,0.0,0.0,0.0,1.0
54,1734107769.5735343,2.0,0.239116370677948,-0.2773898243904114,0.9305257797241211,84.0,184.0,240.0,169.0,-1.5227599143981934,5.649980545043945,-3.5579447746276855,527.0,219.0,34.0,134.0,190.0,119.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.07000318875634341,0.0,-1.0,0.0,0.02615602975499436,0.0,0.0,-1.0,0.9959859868877159,0.0,0.0,0.0,1.0
55,1734107769.6785374,2.0,0.07648321241140366,-0.2984934449195862,0.9495849609375,85.0,183.0,239.0,170.0,-1.8657684326171875,5.822700500488281,-3.8473684787750244,526.0,218.0,35.0,133.0,189.0,120.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06948178560155754,0.0,-1.0,0.0,0.02520763647948889,0.0,0.0,-1.0,0.9960710811948676,0.0,0.0,0.0,1.0
56,1734107769.7825367,2.0,0.07648321241140366,-0.30469435453414917,0.9495849609375,88.0,182.0,243.0,170.0,-1.5128672122955322,-3.5065574645996094,-3.774362325668335,522.0,216.0,38.0,132.0,193.0,120.0,0.0,1.0,28.0,170.0,0.0,1.0,0.0,0.0,0.06878177378789418,0.0,-1.0,0.0,0.024708653941968892,0.0,0.0,-1.0,0.9961281672545725,0.0,0.0,0.0,1.0
57,1734107769.8845747,3.0,0.07648321241140366,-0.30566883087158203,0.9495849609375,88.0,180.0,243.0,167.0,-1.3575711250305176,-3.1890833377838135,-3.500650405883789,521.0,217.0,37.0,129.0,192.0,116.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.06705008432762714,0.0,-1.0,0.0,0.02352852051438157,0.0,0.0,-1.0,0.9962537425431746,0.0,0.0,0.0,1.0
58,1734107769.9895756,3.0,0.085981085896492,-0.3069242238998413,0.9478421807289124,85.0,182.0,241.0,169.0,-1.0418858528137207,-2.3965909481048584,-3.434412956237793,523.0,216.0,35.0,132.0,191.0,119.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.06509413636471581,0.0,-1.0,0.0,0.024652695918286668,0.0,0.0,-1.0,0.9963771861960378,0.0,0.0,0.0,1.0
59,1734107770.0915782,3.0,0.09134066104888916,-0.31020408868789673,0.9452839493751526,87.0,182.0,242.0,168.0,-1.7353146076202393,0.5036544799804688,-4.126293659210205,521.0,218.0,37.0,132.0,192.0,118.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.06671334111950843,0.0,-1.0,0.0,0.02460434728074127,0.0,0.0,-1.0,0.9962531988415133,0.0,0.0,0.0,1.0
60,1734107770.1965723,3.0,0.09134066104888916,-0.3161560893058777,0.9442998170852661,88.0,181.0,240.0,167.0,-1.3968610763549805,4.2905473709106445,-3.465846061706543,519.0,216.0,38.0,131.0,190.0,117.0,0.0,0.0,256.0,170.0,0.0,1.0,0.0,0.0,0.06316300647834422,0.0,-1.0,0.0,0.021292746381699805,0.0,0.0,-1.0,0.9965652495081629,0.0,0.0,0.0,1.0
61,1734107770.299806,3.0,0.09481296688318253,-0.3281186819076538,0.9366361498832703,87.0,183.0,244.0,168.0,-1.479297161102295,0.13020896911621094,-3.309830904006958,515.0,217.0,36.0,132.0,193.0,117.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.060708416225344126,0.0,-1.0,0.0,0.02103384479908304,0.0,0.0,-1.0,0.9967102617132291,0.0,0.0,0.0,1.0
62,1734107770.4100602,3.0,0.09481296688318253,-0.3281186819076538,0.9366361498832703,87.0,186.0,243.0,171.0,-2.225161552429199,1.6425867080688477,-4.136504173278809,512.0,219.0,36.0,135.0,192.0,120.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.058443041392600606,0.0,-1.0,0.0,0.02348674265266509,0.0,0.0,-1.0,0.9967839963796483,0.0,0.0,0.0,1.0
63,1734107770.5120575,3.0,0.0767299011349678,-0.3281186819076538,0.9366361498832703,87.0,185.0,244.0,169.0,-1.7724487781524658,3.172006607055664,-3.855254650115967,511.0,221.0,36.0,134.0,193.0,118.0,0.0,1.0,256.0,170.0,0.0,1.0,0.0,0.0,0.05529928396802203,0.0,-1.0,0.0,0.03131622566009832,0.0,0.0,-1.0,0.9967298228861685,0.0,0.0,0.0,1.0
